Sleep_Hours,Music_Time_Hours,Travel Time (Hours),Work_Hours,Study_Hours,Chore_Time_Mins,Distraction_Time_Mins,Tasks_Completed
-0.4868061422728524,-0.7725515776026083,1.3431558153265544,1.6037766606564403,-0.44333088019162536,-0.326093824836446,-0.8858661294952738,2.1852947358944466
-0.299927954954838,-1.100178162868636,-0.3710609027635334,0.7260340288106858,0.2961879383090501,-0.3771247363738342,0.3130905021234466,0.26128524016129256
-0.11304976763682355,-0.7725515776026083,-0.5996231318422117,1.311195783374522,-0.07357147094128762,-0.3771247363738342,-0.4350584360066349,0.742287614094581
-0.11304976763682355,-1.100178162868636,1.1717341435175457,-0.4442894803169867,1.2267491183789865,-0.7853720286729396,0.4857402570765423,0.26128524016129256
-1.2343188915449101,-0.11729840707055304,-0.25677978822419434,-0.15170860303506856,2.1819609254857726,-0.3771247363738342,0.4857402570765423,3.1472994837610235
0.26070660699920534,-1.100178162868636,1.5145774871355635,0.4334531515287677,0.2961879383090501,-0.5302174709859987,-0.7803579459128264,0.26128524016129256
0.6344629816352342,-0.7725515776026083,-0.713904246381551,-0.4442894803169867,0.604320779227745,-0.581248382523387,1.0612394402535281,-0.21971713377199587
0.26070660699920534,-1.100178162868636,-0.4853420173028727,-1.029451234880823,1.516393988835165,0.8476171405234821,-0.08975892610044346,-0.7007195077052844
-0.11304976763682355,-1.100178162868636,1.2288747007872156,0.7260340288106858,0.2961879383090501,-0.07093926714950509,-1.0681075375013191,0.26128524016129256
-0.8605625169088813,-1.100178162868636,-0.3139203454938637,-1.029451234880823,2.077195759654763,1.0517407866730348,0.4857402570765423,-0.21971713377199587
-0.4868061422728524,-0.7725515776026083,1.571718044405233,-1.029451234880823,0.8508270521845567,2.072359017420798,-0.08975892610044346,-0.7007195077052844
1.381975730907292,1.1932079339935575,-0.19963923095452468,-0.7368703575989048,0.7768751703344892,-0.3771247363738342,-0.2336337218946899,-0.21971713377199587
0.26070660699920534,-0.11729840707055304,-0.14249867368485503,0.7260340288106858,0.2961879383090501,-0.581248382523387,-0.47342504821843395,-0.21971713377199587
-0.11304976763682355,-0.11729840707055304,1.000312471708537,0.7260340288106858,0.018868381371296823,-0.5302174709859987,-0.08975892610044346,1.2232899880278694
-0.4868061422728524,0.5379547634615023,-0.6567636891118813,0.7260340288106858,1.0788453546788512,-0.3771247363738342,-0.47342504821843395,0.26128524016129256
-0.11304976763682355,0.5379547634615023,1.2860152580568849,1.018614906092604,0.2961879383090501,-0.3771247363738342,-1.3846320882486614,1.7042923619611579
-0.4868061422728524,-1.100178162868636,-0.5424825745725423,0.7260340288106858,0.8569897091286488,-0.47918655944861055,-0.08975892610044346,-0.21971713377199587
0.6344629816352342,0.8655813487275299,-0.42820146003320303,0.7260340288106858,-0.16601132325387205,-0.6833102055981632,-0.08975892610044346,1.2232899880278694
-0.4868061422728524,-1.100178162868636,1.4002963725962243,-1.322032112162741,0.2961879383090501,3.909471832766773,-0.29118364021238846,-0.7007195077052844
-0.11304976763682355,-0.11729840707055304,-0.25677978822419434,0.7260340288106858,0.5180435838592526,-0.6833102055981632,-0.08975892610044346,-0.21971713377199587
0.26070660699920534,-0.44492499233658067,1.1145935862478762,1.018614906092604,-0.44333088019162536,-0.6833102055981632,-0.4350584360066349,0.26128524016129256
-0.4868061422728524,-0.44492499233658067,-0.3710609027635334,0.7260340288106858,0.4625796724717022,-0.5302174709859987,0.4857402570765423,0.742287614094581
-0.11304976763682355,-1.100178162868636,-0.713904246381551,0.4334531515287677,0.481067642934219,-0.6833102055981632,0.7734898486650351,2.666297109827735
0.6344629816352342,0.5379547634615023,1.4574369298658936,1.311195783374522,-1.1828496986923007,-0.5302174709859987,-0.7515829867539771,0.742287614094581
0.26070660699920534,1.1932079339935575,-0.5996231318422117,1.018614906092604,-0.07357147094128762,0.33730802514960034,-1.1064741497131183,1.7042923619611579
0.6344629816352342,0.21032817819547459,1.0574530289782065,-1.322032112162741,0.2776999678465333,0.8476171405234821,1.0612394402535281,-0.7007195077052844
